Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
1579,comparison,B1,noun,/kəmˈpærɪsn/,比较,make a comparison;in comparison;direct comparison,The comparison between the two phones was fair.,这两部手机的比较很公正。,contrast;similarity,,compare + ison：放在一起比一比。
1580,characteristic,B1,noun; adj.,/ˌkærəktəˈrɪstɪk/,特征；特有的,key characteristic;characteristic of;main characteristic,Patience is a characteristic of a good teacher.,耐心是好老师的特质。,feature;trait,,character + istic：性格或事物的特征。
1581,license,B1,noun; verb,/ˈlaɪsns/,执照；许可,driving license;license to;license fee,You need a driving license to drive alone.,单独开车需要驾照。,permit;authorisation,,license：官方允许你做某事的证件（lemma 美式拼写）。
1582,rely,B1,verb,/rɪˈlaɪ/,依靠；依赖,rely on;rely upon;can rely,You can rely on her to finish the work.,你可以信赖她会完成工作。,depend;trust,doubt,re + ly：一再靠在上面。
1583,narrow,B1,adj.; verb,/ˈnærəʊ/,狭窄的；缩小,narrow street;narrow escape;narrow the gap,We walked along a narrow street near the river.,我们沿着河边一条窄街走。,thin;limited,wide;broad,narrow：两边距离很近。
1584,succeed,B1,verb,/səkˈsiːd/,成功；继任,succeed in;succeed someone;fail or succeed,She succeeded in passing the difficult exam.,她成功通过了那场很难的考试。,achieve;thrive,fail,suc + ceed：走到目标之后。
1585,identity,B1,noun,/aɪˈdentəti/,身份；同一性,personal identity;identity card;sense of identity,Please show your identity card at the gate.,请在门口出示身份证。,self;character,,ident + ity：是谁、独一无二的身份。
1586,desk,B1,noun,/desk/,书桌；办公桌,office desk;sit at a desk;desk job,Her keys were on the desk by the window.,她的钥匙在靠窗的书桌上。,table;workstation,,desk：学习或办公用的桌子。
1587,permit,B1,verb; noun,/pəˈmɪt/; /ˈpɜːmɪt/,允许；许可证,permit someone;parking permit;permit to,The school does not permit phones in class.,学校不允许上课使用手机。,allow;licence,forbid;ban,per + mit：放行通过。
1588,seriously,B1,adv.,/ˈsɪəriəsli/,严肃地；认真地,take seriously;seriously ill;seriously damaged,Please take this warning seriously.,请认真对待这一警告。,gravely;earnestly,lightly;jokingly,serious + ly：以严肃认真的态度。
1589,wild,B1,adj.; noun,/waɪld/,野生的；狂暴的；荒野,wild animal;in the wild;wild idea,We saw wild deer near the forest path.,我们在林间小路旁看到了野鹿。,untamed;fierce,tame;calm,wild：未经驯化、不受约束。
1590,empty,B1,adj.; verb,/ˈempti/,空的；倒空,empty bottle;empty the bin;feel empty,The classroom was empty after the last bell.,最后一声铃后教室空无一人。,vacant;blank,full,empty：里面什么都没有。
1591,commission,B1,noun; verb,/kəˈmɪʃn/,委员会；佣金；委托,sales commission;special commission;commission a report,Agents earn a commission on each sale.,代理在每笔销售中赚取佣金。,fee;committee,,com + mission：被交付的使命或任务。
1592,unique,B1,adj.,/juˈniːk/,独特的；唯一的,unique opportunity;unique style;unique to,Each fingerprint is unique to a person.,每个人的指纹都是独一无二的。,distinctive;sole,common;ordinary,uni + que：只有一个。
1593,association,B1,noun,/əˌsəʊsiˈeɪʃn/,协会；关联,trade association;in association with;association between,She joined a local writers’ association last year.,她去年加入了当地作家协会。,society;connection,,associate + ion：联合在一起的团体或联系。
1594,instrument,B1,noun,/ˈɪnstrəmənt/,仪器；乐器；工具,musical instrument;scientific instrument;key instrument,The violin is her favourite musical instrument.,小提琴是她最喜欢的乐器。,tool;device,,instrument：用来完成某事的器具。
1595,investor,B1,noun,/ɪnˈvestə(r)/,投资者,foreign investor;private investor;attract investors,New investors are interested in the tech start-up.,新投资者对这家科技初创公司感兴趣。,backer;financier,,invest + or：投钱进去的人。
1596,practical,B1,adj.,/ˈpræktɪkl/,实际的；实用的,practical advice;practical skill;practical solution,She gave practical advice about packing light.,她给出了轻装出行的实用建议。,useful;realistic,impractical;theoretical,practice + al：能用在实践里。
1597,tea,B1,noun,/tiː/,茶,cup of tea;green tea;tea break,Would you like a cup of tea after work?,下班后想来杯茶吗？,,,tea：用茶叶泡出的饮品。
1598,lovely,B1,adj.,/ˈlʌvli/,可爱的；美好的,lovely day;lovely person;look lovely,It was a lovely day for a walk by the sea.,那是适合海边散步的美好一天。,delightful;beautiful,awful;ugly,love + ly：讨人喜爱。
1599,soft,B1,adj.,/sɒft/,柔软的；轻柔的,soft voice;soft pillow;soft drink,The blanket feels soft and warm.,这条毯子摸起来柔软又暖和。,gentle;smooth,hard;harsh,soft：摸起来不硬，或声音不冲。
1600,row,B1,noun; verb,/rəʊ/,一排；划船；争吵,in a row;front row;row a boat,We sat in the front row at the cinema.,我们坐在电影院前排。,line;argument,,row：排成一行，或划桨前进。
1601,youth,B1,noun,/juːθ/,青年；青春,youth centre;in one’s youth;youth culture,She spent her youth in a quiet coastal town.,她的青春在一座安静的海滨小镇度过。,young people;adolescence,old age,youth：年轻的时期或年轻人。
1602,lock,B1,noun; verb,/lɒk/,锁；上锁,door lock;lock the door;under lock,Please lock the door when you leave.,离开时请锁上门。,fasten;secure,unlock,lock：把东西关紧不让打开。
1603,fuel,B1,noun; verb,/ˈfjuːəl/,燃料；推动,fuel costs;fossil fuel;fuel growth,Rising fuel costs affect taxi drivers.,燃油成本上升影响出租车司机。,petrol;power,,fuel：给机器能量，也给人动力。
1604,expectation,B1,noun,/ˌekspekˈteɪʃn/,期望；预期,high expectation;meet expectations;against expectation,Her results exceeded every expectation.,她的成绩超出了所有期望。,hope;anticipation,disappointment,expect + ation：期待中的结果。
1605,employment,B1,noun,/ɪmˈplɔɪmənt/,就业；雇用,full employment;employment rate;seek employment,The city offers more employment in tech.,这座城市在科技领域提供更多就业。,work;job,unemployment,employ + ment：被雇用的状态。
1606,celebrate,B1,verb,/ˈselɪbreɪt/,庆祝,celebrate a birthday;celebrate success;celebrate with,We will celebrate her birthday this weekend.,我们周末将庆祝她的生日。,commemorate;party,,celeb：欢庆、使人瞩目。
1607,sexual,B1,adj.,/ˈsekʃuəl/,性的；性别的,sexual health;sexual harassment;sexual orientation,The booklet explains basic sexual health facts.,这本小册子讲解基本的性健康知识。,,,sex + ual：与性相关的。
1608,shoulder,B1,noun; verb,/ˈʃəʊldə(r)/,肩膀；承担,shoulder bag;look over one’s shoulder;shoulder responsibility,He carried the bag on his left shoulder.,他把包挎在左肩上。,bear;support,,shoulder：脖子两侧的肩膀。
1609,breath,B1,noun,/breθ/,呼吸；气息,take a breath;out of breath;bad breath,She stopped to take a deep breath.,她停下来深吸一口气。,air;gasp,,breath：一次吸进或呼出的气（勿与 breathe 混淆）。
1610,increasingly,B1,adv.,/ɪnˈkriːsɪŋli/,越来越,increasingly important;increasingly common;increasingly clear,It is increasingly important to sleep well.,睡好觉变得越来越重要。,more and more,decreasingly,increase + ing + ly：程度不断上升。
1611,import,B1,verb; noun,/ɪmˈpɔːt/; /ˈɪmpɔːt/,进口；输入,import goods;import from;oil import,The country imports cars from several places.,该国从几个地方进口汽车。,bring in,export,im + port：运进港口。
1612,bottle,B1,noun; verb,/ˈbɒtl/,瓶子；装瓶,water bottle;bottle of wine;bottle up,Please put the water bottle back in the fridge.,请把水瓶放回冰箱。,flask;container,,bottle：装液体的容器。
1613,ourselves,B1,pron.,/ˌaʊəˈselvz/,我们自己,by ourselves;among ourselves;enjoy ourselves,We cooked dinner by ourselves last night.,昨晚我们自己做了晚饭。,,,our + selves：我们自己。
1614,sheet,B1,noun,/ʃiːt/,床单；一张；薄片,bed sheet;sheet of paper;fact sheet,Please write your name on a clean sheet of paper.,请在一张干净的纸上写下你的名字。,page;layer,,sheet：平铺开的薄片。
1615,engine,B1,noun,/ˈendʒɪn/,发动机；引擎,car engine;search engine;engine failure,The car engine made a strange noise.,汽车发动机发出奇怪的声音。,motor;machine,,engine：提供动力的机器核心。
1616,cast,B1,verb; noun,/kɑːst/,投掷；铸造；演员阵容,cast a vote;cast a shadow;the cast of,She cast a long shadow in the late sun.,夕阳下她投下长长的影子。,throw;actors,,cast：抛出去，或一出戏的演员们。
1617,notion,B1,noun,/ˈnəʊʃn/,观念；想法,vague notion;notion of;popular notion,He has little notion of how hard the job is.,他对这份工作有多难几乎没有概念。,idea;concept,,notion：脑子里隐约形成的想法。
1618,conservative,B1,adj.; noun,/kənˈsɜːvətɪv/,保守的；保守派,conservative estimate;conservative view;socially conservative,She prefers a conservative estimate of costs.,她更喜欢保守地估计成本。,traditional;cautious,radical;liberal,con + serve：倾向于保存现状。
1619,journey,B1,noun; verb,/ˈdʒɜːni/,旅行；历程,long journey;journey home;emotional journey,Their train journey lasted almost six hours.,他们的火车旅程持续了将近六小时。,trip;voyage,,journey：从一地到另一地的长途过程。
1620,opposition,B1,noun,/ˌɒpəˈzɪʃn/,反对；反对派,in opposition;strong opposition;political opposition,There was strong opposition to the new rule.,对新规定有强烈反对。,resistance;rivalry,support;agreement,oppose + ition：站在对面反对。
1621,relief,B1,noun,/rɪˈliːf/,宽慰；救济；浮雕,a sense of relief;debt relief;relief from,She felt huge relief after the exam ended.,考试结束后她感到极大宽慰。,ease;comfort,anxiety;stress,re + lief：从负担中松一口气。
1622,debt,B1,noun,/det/,债务,in debt;pay off debt;national debt,He worked hard to pay off his student debt.,他努力工作以偿还学生贷款债务。,obligation;liability,credit;asset,debt：欠着要还的钱（b 不发音）。
1623,honor,B1,noun; verb,/ˈɒnə(r)/,荣誉；尊敬,in honor of;great honor;honor a promise,It is a great honor to speak at this meeting.,在这个会议上发言是极大的荣幸。,respect;privilege,dishonor,honor：值得尊敬的名声（lemma 美式拼写）。
1624,outcome,B1,noun,/ˈaʊtkʌm/,结果；结局,final outcome;possible outcome;outcome of,We still do not know the exam outcome.,我们仍不知道考试结果。,result;consequence,,out + come：最终出来的东西。
1625,blame,B1,verb; noun,/bleɪm/,责备；责任,blame someone;take the blame;blame for,Don’t blame the team for one late delivery.,不要因为一次延误就责怪整个团队。,accuse;fault,praise;excuse,blame：把过错归到某人头上。
1626,explanation,B1,noun,/ˌekspləˈneɪʃn/,解释；说明,give an explanation;detailed explanation;explanation for,Her clear explanation helped the whole class.,她清晰的解释帮了全班。,account;clarification,,explain + ation：把事情说明白。
1627,arise,B1,verb,/əˈraɪz/,出现；产生；起立,problems arise;arise from;questions arise,New challenges may arise during the project.,项目进行中可能出现新的挑战。,emerge;occur,disappear,a + rise：升起来、冒出来。
